Date,MATURITY,PX_LAST
2022-02-17,4,77.0667
2022-02-18,4,79.3871
2022-02-21,4,95.0825
2022-02-22,4,81.9677
2022-02-23,4,83.024
2022-02-24,4,80.5317
2022-02-25,4,81.7939
2022-02-28,4,79.7074
2022-03-01,4,74.6339
2022-03-02,4,87.3094
2022-03-03,4,80.3157
2022-03-04,4,75.707
2022-03-07,4,103.5923
2022-03-08,4,82.816
2022-03-09,4,87.1749
2022-03-10,4,84.3987
2022-03-11,4,81.1925
2022-03-14,4,111.8127
2022-03-15,4,106.0788
2022-03-16,4,82.3748
2022-03-17,4,100.6196
2022-03-18,4,79.6293
2022-03-21,4,99.8895
2022-03-22,4,96.2761
2022-03-23,4,75.5056
2022-03-24,4,85.01
2022-03-25,4,113.1828
2022-03-28,4,77.8273
2022-03-29,4,98.4338
2022-03-30,4,78.9561
2022-03-31,4,125.3792
2022-04-01,4,122.3816
2022-04-04,4,122.7213
2022-04-05,4,129.3088
2022-04-06,4,81.1131
2022-04-07,4,127.3116
2022-04-08,4,83.0903
2022-04-11,4,86.0336
2022-04-12,4,122.4743
2022-04-13,4,120.5062
2022-04-14,4,85.0772
2022-04-15,4,80.105
2022-04-18,4,80.4635
2022-04-19,4,82.8478
2022-04-20,4,116.2444
2022-04-21,4,82.5434
2022-04-22,4,79.6468
2022-04-25,4,120.6034
2022-04-26,4,78.1803
2022-04-27,4,128.4159
2022-04-28,4,81.2172
2022-04-29,4,83.8279
2022-05-02,4,129.0609
2022-05-03,4,79.9798
2022-05-04,4,79.2332
2022-05-05,4,82.4599
2022-05-06,4,129.3738
2022-05-09,4,79.2434
2022-05-10,4,121.1472
2022-05-11,4,119.1758
2022-05-12,4,123.526
2022-05-13,4,82.8225
2022-05-16,4,78.2625
2022-05-17,4,82.5633
2022-05-18,4,76.455
2022-05-19,4,79.2979
2022-05-20,4,79.3735
2022-05-23,4,117.8988
2022-05-24,4,110.725
2022-05-25,4,79.8243
2022-05-26,4,79.9942
2022-05-27,4,117.0066
2022-05-30,4,82.0139
2022-05-31,4,125.5198
2022-06-01,4,82.7716
2022-06-02,4,79.7883
2022-06-03,4,81.1811
2022-06-06,4,84.2543
2022-06-07,4,76.8402
2022-06-08,4,111.6901
2022-06-09,4,80.8181
2022-06-10,4,113.2308
2022-06-13,4,127.129
2022-06-14,4,121.315
2022-06-15,4,106.9904
2022-06-16,4,75.0249
2022-06-17,4,81.6208
2022-06-20,4,78.6056
2022-06-21,4,80.9662
2022-06-22,4,77.8189
2022-06-23,4,122.21
2022-06-24,4,81.9154
2022-06-27,4,82.3414
2022-06-28,4,79.4957
2022-06-29,4,78.1981
2022-06-30,4,78.5602
2022-07-01,4,77.8409
2022-07-04,4,78.202
2022-07-05,4,79.2051
2022-07-06,4,82.9823
2022-07-07,4,82.9652
2022-07-08,4,83.2724
2022-07-11,4,78.3852
2022-07-12,4,79.0377
2022-07-13,4,76.4432
2022-07-14,4,82.0864
2022-07-15,4,79.2801
2022-07-18,4,82.2242
2022-07-19,4,119.6829
2022-07-20,4,82.1705
2022-07-21,4,75.4065
2022-07-22,4,77.0657
2022-07-25,4,115.3537
2022-07-26,4,117.2301
2022-07-27,4,97.9174
2022-07-28,4,76.8981
2022-07-29,4,77.9002
2022-08-01,4,105.1939
2022-08-02,4,114.7252
2022-08-03,4,78.3067
2022-08-04,4,80.388
2022-08-05,4,83.8328
2022-08-08,4,108.5034
2022-08-09,4,112.8452
2022-08-10,4,80.0817
2022-08-11,4,84.1406
2022-08-12,4,77.2765
2022-08-15,4,91.9623
2022-08-16,4,80.5609
2022-08-17,4,83.852
2022-08-18,4,110.1166
2022-08-19,4,83.7182
2022-08-22,4,97.1506
2022-08-23,4,82.813
2022-08-24,4,121.7914
2022-08-25,4,77.4677
2022-08-26,4,120.3128
2022-08-29,4,119.5849
2022-08-30,4,79.8386
2022-08-31,4,84.1131
2022-09-01,4,82.2703
2022-09-02,4,78.3786
2022-09-05,4,83.058
2022-09-06,4,88.4917
2022-09-07,4,121.0476
2022-09-08,4,81.8446
2022-09-09,4,79.1196
2022-09-12,4,80.2171
2022-09-13,4,80.4983
2022-09-14,4,79.5502
2022-09-15,4,80.8455
2022-09-16,4,80.1435
2022-09-19,4,80.7485
2022-09-20,4,83.178
2022-09-21,4,126.4125
2022-09-22,4,140.755
2022-09-23,4,127.6163
2022-09-26,4,142.9088
2022-09-27,4,131.4935
2022-09-28,4,129.2839
2022-09-29,4,133.7027
2022-09-30,4,131.9228
2022-10-03,4,125.1481
2022-10-04,4,131.7313
2022-10-05,4,144.2793
2022-10-06,4,132.7268
2022-10-07,4,132.2071
2022-10-10,4,133.2338
2022-10-11,4,140.1799
2022-10-12,4,128.133
2022-10-13,4,136.5529
2022-10-14,4,133.6484
2022-10-17,4,136.345
2022-10-18,4,135.8632
2022-10-19,4,135.1994
2022-10-20,4,139.7272
2022-10-21,4,138.4007
2022-10-24,4,139.6274
2022-10-25,4,125.0338
2022-10-26,4,121.4432
2022-10-27,4,127.022
2022-10-28,4,135.1218
2022-10-31,4,133.6134
2022-11-01,4,132.4494
2022-11-02,4,130.4432
2022-11-03,4,130.9329
2022-11-04,4,132.9802
2022-11-07,4,130.8762
2022-11-08,4,126.6842
2022-11-09,4,129.7329
2022-11-10,4,116.3728
2022-11-11,4,126.0652
2022-11-14,4,121.7056
2022-11-15,4,123.7162
2022-11-16,4,124.8968
2022-11-17,4,132.4733
2022-11-18,4,131.9116
2022-11-21,4,123.1444
2022-11-22,4,127.3206
2022-11-23,4,131.3006
2022-11-24,4,144.0829
2022-11-25,4,130.3826
2022-11-28,4,127.062
2022-11-29,4,131.9038
2022-11-30,4,123.9014
2022-12-01,4,127.1229
2022-12-02,4,127.2173
2022-12-05,4,134.9644
2022-12-06,4,125.5176
2022-12-07,4,125.1831
2022-12-08,4,136.4972
2022-12-09,4,135.2
2022-12-12,4,131.3383
2022-12-13,4,124.721
2022-12-14,4,126.3323
2022-12-15,4,128.4482
2022-12-16,4,133.0926
2022-12-19,4,122.8166
2022-12-20,4,136.6952
2022-12-21,4,123.4586
2022-12-22,4,131.2862
2022-12-23,4,131.173
2022-12-26,4,128.5932
2022-12-27,4,132.6058
2022-12-28,4,136.1341
2022-12-29,4,127.8169
2022-12-30,4,130.6074
2023-01-02,4,133.166
2023-01-03,4,123.7137
2023-01-04,4,127.3518
2023-01-05,4,130.9742
2023-01-06,4,123.5388
2023-01-09,4,118.7528
2023-01-10,4,133.2216
2023-01-11,4,124.301
2023-01-12,4,122.501
2023-01-13,4,132.0531
2023-01-16,4,114.0243
2023-01-17,4,130.889
2023-01-18,4,121.7585
2023-01-19,4,132.2104
2023-01-20,4,136.2206
2023-01-23,4,110.0317
2023-01-24,4,127.2413
2023-01-25,4,130.2994
2023-01-26,4,133.3063
2023-01-27,4,131.0989
2023-01-30,4,105.7958
2023-01-31,4,129.6334
2023-02-01,4,126.9943
2023-02-02,4,128.3418
2023-02-03,4,121.8107
2023-02-06,4,106.2937
2023-02-07,4,129.289
2023-02-08,4,129.8717
2023-02-09,4,129.4199
2023-02-10,4,123.2847
2023-02-13,4,131.6417
2023-02-14,4,133.0399
2023-02-15,4,133.2475
2023-02-16,4,136.35
2023-02-17,4,121.4408
2023-02-20,4,128.2702
2023-02-21,4,129.2408
2023-02-22,4,131.391
2023-02-23,4,129.9087
2023-02-24,4,133.5032
2023-02-27,4,128.0577
2023-02-28,4,132.0542
2023-03-01,4,131.1469
2023-03-02,4,121.8604
2023-03-03,4,127.796
2023-03-06,4,128.3238
2023-03-07,4,118.0281
2023-03-08,4,129.6402
2023-03-09,4,128.2732
2023-03-10,4,123.3013
2023-03-13,4,127.8654
2023-03-14,4,142.5313
2023-03-15,4,128.3162
2023-03-16,4,135.6562
2023-03-17,4,134.9484
2023-03-20,4,128.136
2023-03-21,4,135.7498
2023-03-22,4,126.304
2023-03-23,4,124.4566
2023-03-24,4,125.651
2023-03-27,4,135.9323
2023-03-28,4,131.9537
2023-03-29,4,130.4068
2023-03-30,4,126.9948
2023-03-31,4,125.9744
2023-04-03,4,138.6915
2023-04-04,4,127.0291
2023-04-05,4,129.5065
2023-04-06,4,128.305
2023-04-07,4,134.4609
2023-04-10,4,131.8431
2023-04-11,4,133.091
2023-04-12,4,127.5082
2023-04-13,4,132.0847
2023-04-14,4,133.4074
2023-04-17,4,133.9041
2023-04-18,4,129.7246
2023-04-19,4,131.9487
2023-04-20,4,127.452
2023-04-21,4,134.3328
2023-04-24,4,126.6987
2023-04-25,4,126.9788
2023-04-26,4,133.0358
2023-04-27,4,135.2531
2023-04-28,4,125.7689
2023-05-01,4,135.6443
2023-05-02,4,125.5613
2023-05-03,4,129.3573
2023-05-04,4,132.6332
2023-05-05,4,135.1714
2023-05-08,4,132.6594
2023-05-09,4,133.2716
2023-05-10,4,127.4254
2023-05-11,4,118.8926
2023-05-12,4,134.5693
2023-05-15,4,132.2243
2023-05-16,4,132.1662
2023-05-17,4,132.3355
2023-05-18,4,134.9727
2023-05-19,4,123.0331
2023-05-22,4,126.4014
2023-05-23,4,133.334
2023-05-24,4,132.1732
2023-05-25,4,123.5901
2023-05-26,4,134.1631
2023-05-29,4,128.0537
2023-05-30,4,125.8523
2023-05-31,4,128.4649
2023-06-01,4,128.2773
2023-06-02,4,134.5324
2023-06-05,4,130.641
2023-06-06,4,127.7795
2023-06-07,4,132.9393
2023-06-08,4,127.8492
2023-06-09,4,130.2521
2023-06-12,4,112.9161
2023-06-13,4,132.1122
2023-06-14,4,135.4433
2023-06-15,4,129.6704
2023-06-16,4,136.9367
2023-06-19,4,109.4897
2023-06-20,4,134.4115
2023-06-21,4,131.8928
2023-06-22,4,129.0419
2023-06-23,4,127.9057
2023-06-26,4,128.9435
2023-06-27,4,135.258
2023-06-28,4,131.4711
2023-06-29,4,133.0973
2023-06-30,4,138.8855
2023-07-03,4,116.2969
2023-07-04,4,136.219
2023-07-05,4,139.1625
2023-07-06,4,143.1293
2023-07-07,4,135.3642
2023-07-10,4,131.7714
2023-07-11,4,130.3678
2023-07-12,4,129.545
2023-07-13,4,129.9443
2023-07-14,4,132.3919
2023-07-17,4,131.3981
2023-07-18,4,132.1796
2023-07-19,4,134.8478
2023-07-20,4,140.0128
2023-07-21,4,136.1699
2023-07-24,4,138.0779
2023-07-25,4,137.5821
2023-07-26,4,136.3941
2023-07-27,4,141.3274
2023-07-28,4,140.6442
2023-07-31,4,141.1775
2023-08-01,4,143.5214
2023-08-02,4,145.8272
2023-08-03,4,151.6638
2023-08-04,4,143.9589
2023-08-07,4,146.29
2023-08-08,4,134.6853
2023-08-09,4,118.9467
2023-08-10,4,123.3859
2023-08-11,4,120.7024
2023-08-14,4,122.3559
2023-08-15,4,120.8585
2023-08-16,4,120.5
2023-08-17,4,121.3856
2023-08-18,4,117.4575
2023-08-21,4,133.1749
2023-08-22,4,117.9109
2023-08-23,4,114.2723
2023-08-24,4,120.2659
2023-08-25,4,117.9006
2023-08-28,4,120.0309
2023-08-29,4,115.5514
2023-08-30,4,116.9184
2023-08-31,4,116.6963
2023-09-01,4,119.1355
2023-09-04,4,120.9668
2023-09-05,4,121.6552
2023-09-06,4,117.9383
2023-09-07,4,117.4708
2023-09-08,4,117.5245
2023-09-11,4,123.9196
2023-09-12,4,116.3912
2023-09-13,4,116.437
2023-09-14,4,118.4177
2023-09-15,4,118.3956
2023-09-18,4,118.6058
2023-09-19,4,119.575
2023-09-20,4,118.1527
2023-09-21,4,121.1328
2023-09-22,4,115.4886
2023-09-25,4,125.1322
2023-09-26,4,117.1592
2023-09-27,4,119.358
2023-09-28,4,116.3319
2023-09-29,4,116.3541
2023-10-02,4,129.4297
2023-10-03,4,120.331
2023-10-04,4,115.4527
2023-10-05,4,116.1081
2023-10-06,4,118.6208
2023-10-09,4,131.6124
2023-10-10,4,104.8909
2023-10-11,4,113.7283
2023-10-12,4,120.7605
2023-10-13,4,122.5617
2023-10-16,4,130.1598
2023-10-17,4,126.587
2023-10-18,4,125.661
2023-10-19,4,127.1996
2023-10-20,4,124.3205
2023-10-23,4,129.9803
2023-10-24,4,120.7701
2023-10-25,4,126.1091
2023-10-26,4,118.7349
2023-10-27,4,121.3635
2023-10-30,4,128.9268
2023-10-31,4,122.5496
2023-11-01,4,116.9776
2023-11-02,4,118.8029
2023-11-03,4,117.1104
2023-11-06,4,125.5562
2023-11-07,4,116.0713
2007-01-31,5,77.3
2007-02-01,5,78.55
2007-02-02,5,77.0
2007-02-05,5,75.75
2007-02-06,5,77.55
2007-02-07,5,77.8
2007-02-08,5,76.65
2007-02-09,5,77.9
2007-02-12,5,77.25
2007-02-13,5,77.2
2007-02-14,5,76.95
2007-02-15,5,77.55
2007-02-16,5,79.65
2007-02-19,5,79.8
2007-02-20,5,80.8
2007-02-21,5,79.9
2007-02-22,5,79.0
2007-02-23,5,79.0
2007-02-26,5,80.8
2007-02-27,5,81.2
2007-02-28,5,83.0
2007-03-01,5,84.15
2007-03-02,5,84.95
2007-03-05,5,86.0
2007-03-06,5,83.75
2007-03-07,5,84.1
2007-03-08,5,83.35
2007-03-09,5,82.9
2007-03-12,5,81.8
2007-03-13,5,82.95
2007-03-14,5,84.7
2007-03-15,5,83.75
2007-03-16,5,83.35
2007-03-19,5,83.0
2007-03-20,5,81.6
2007-03-21,5,81.35
2007-03-22,5,83.25
2007-03-23,5,83.15
2007-03-26,5,82.8
2007-03-27,5,82.4
2007-03-28,5,84.2
2007-03-29,5,82.4
2007-03-30,5,83.85
2007-04-02,5,81.95
2007-04-03,5,81.75
2007-04-04,5,81.9
2007-04-05,5,82.9
2007-04-06,5,82.05
2007-04-09,5,82.9
2007-04-10,5,79.95
2007-04-11,5,79.8
2007-04-12,5,80.05
2007-04-13,5,77.65
2007-04-16,5,78.4
2007-04-17,5,80.65
2007-04-18,5,79.7
2007-04-19,5,80.95
2007-04-20,5,80.3
2007-04-23,5,81.35
2007-04-24,5,81.35
2007-04-25,5,80.1
2007-04-26,5,80.0
2007-04-27,5,79.85
2007-04-30,5,80.6
2007-05-01,5,81.2
2007-05-02,5,81.2
2007-05-03,5,81.4
2007-05-04,5,79.8
2007-05-07,5,81.15
2007-05-08,5,81.05
2007-05-09,5,81.3
2007-05-10,5,80.1
2007-05-11,5,81.55
2007-05-14,5,81.35
2007-05-15,5,80.45
2007-05-16,5,78.95
2007-05-17,5,80.3
2007-05-18,5,80.15
2007-05-21,5,79.85
2007-05-22,5,78.9
2007-05-23,5,78.55
2007-05-24,5,78.8
2007-05-25,5,78.95
2007-05-28,5,78.9
2007-05-29,5,78.1
2007-05-30,5,79.5
2007-05-31,5,79.3
2007-06-01,5,77.65
2007-06-04,5,78.4
2007-06-05,5,78.25
2007-06-06,5,78.6
2007-06-07,5,80.5
2007-06-08,5,81.3
2007-06-11,5,81.25
2007-06-12,5,81.8
2007-06-13,5,83.8
2007-06-14,5,83.65
2007-06-15,5,82.6
2007-06-18,5,79.45
2007-06-19,5,81.35
2007-06-20,5,80.6
2007-06-21,5,84.25
2007-06-22,5,82.85
2007-06-25,5,81.55
2007-06-26,5,83.6
2007-06-27,5,82.35
2007-06-28,5,84.45
2007-06-29,5,85.2
2007-07-02,5,84.25
2007-07-03,5,85.75
2007-07-04,5,85.9
2007-07-05,5,84.1
2007-07-06,5,84.15
2007-07-09,5,83.8
2007-07-10,5,87.2
2007-07-11,5,86.95
2007-07-12,5,85.35
2007-07-13,5,86.5
2007-07-16,5,85.05
2007-07-17,5,86.75
2007-07-18,5,86.1
2007-07-19,5,84.5
2007-07-20,5,87.9
2007-07-23,5,86.65
2007-07-24,5,88.45
2007-07-25,5,91.7
2007-07-26,5,94.7
2007-07-27,5,96.3
2007-07-30,5,95.8
2007-07-31,5,95.05
2007-08-01,5,95.15
2007-08-02,5,93.7
2007-08-03,5,94.55
2007-08-06,5,93.3
2007-08-07,5,93.9
2007-08-08,5,92.7
2007-08-09,5,93.4
2007-08-10,5,91.55
2007-08-13,5,95.7
2007-08-14,5,94.1
2007-08-15,5,95.5
2007-08-16,5,98.75
2007-08-17,5,99.4
2007-08-20,5,101.5
2007-08-21,5,97.8
2007-08-22,5,94.0
2007-08-23,5,93.4
2007-08-24,5,91.75
2007-08-27,5,90.85
2007-08-28,5,92.45
2007-08-29,5,91.35
2007-08-30,5,94.1
2007-08-31,5,93.6
2007-09-03,5,93.45
2007-09-04,5,95.3
2007-09-05,5,102.65
2007-09-06,5,100.35
2007-09-07,5,94.1
2007-09-10,5,95.15
2007-09-11,5,96.05
2007-09-12,5,98.35
2007-09-13,5,96.45
2007-09-14,5,97.65
2007-09-17,5,95.5
2007-09-18,5,90.45
2007-09-19,5,94.7
2007-09-20,5,93.6
2007-09-21,5,96.0
2007-09-24,5,95.95
2007-09-25,5,96.75
2007-09-26,5,94.85
2007-09-27,5,95.85
2007-09-28,5,96.4
2007-10-01,5,95.5
2007-10-02,5,93.9
2007-10-03,5,93.95
2007-10-04,5,93.35
2007-10-05,5,94.3
2007-10-08,5,94.15
2007-10-09,5,92.45
2007-10-10,5,91.35
2007-10-11,5,89.75
2007-10-12,5,90.05
2007-10-15,5,89.8
2007-10-16,5,89.6
2007-10-17,5,93.2
2007-10-18,5,92.4
2007-10-19,5,94.6
2007-10-22,5,94.55
2007-10-23,5,93.35
2007-10-24,5,94.6
2007-10-25,5,94.5
2007-10-26,5,95.45
2007-10-29,5,92.8
2007-10-30,5,92.45
2007-10-31,5,90.9
2007-11-01,5,92.2
2007-11-02,5,94.2
2007-11-05,5,93.1
2007-11-06,5,94.25
2007-11-07,5,96.7
2007-11-08,5,101.15
2007-11-09,5,100.6
2007-11-12,5,98.8
2007-11-13,5,97.35
2007-11-14,5,97.7
2007-11-15,5,97.75
2007-11-16,5,97.85
2007-11-19,5,99.2
2007-11-20,5,100.95
2007-11-21,5,102.6
2007-11-22,5,103.3
2007-11-23,5,103.05
2007-11-26,5,106.1
2007-11-27,5,108.9
2007-11-28,5,106.15
2007-11-29,5,111.05
2007-11-30,5,101.75
2007-12-03,5,103.65
2007-12-04,5,103.25
2007-12-05,5,101.8
2007-12-06,5,99.35
2007-12-07,5,100.4
2007-12-10,5,99.35
2007-12-11,5,99.15
2007-12-12,5,99.6
2007-12-13,5,97.9
2007-12-14,5,97.45
2007-12-17,5,98.8
2007-12-18,5,98.85
2007-12-19,5,97.65
2007-12-20,5,101.4
2007-12-21,5,101.4
2007-12-24,5,100.8
2007-12-25,5,101.2
2007-12-26,5,100.3
2007-12-27,5,101.35
2007-12-28,5,102.45
2007-12-31,5,103.15
2008-01-01,5,102.85
2008-01-02,5,102.25
2008-01-03,5,102.35
2008-01-04,5,103.25
2008-01-07,5,99.65
2008-01-08,5,102.25
2008-01-09,5,99.55
2008-01-10,5,99.85
2008-01-11,5,99.2
2008-01-14,5,99.15
2008-01-15,5,99.1
2008-01-16,5,100.8
2008-01-17,5,100.0
2008-01-18,5,101.85
2008-01-21,5,104.6
2008-01-22,5,100.5
2008-01-23,5,105.5
2008-01-24,5,106.75
2008-01-25,5,105.4
2008-01-28,5,104.75
2008-01-29,5,104.05
2008-01-30,5,105.95
2008-01-31,5,104.55
2008-02-01,5,102.675
2008-02-04,5,102.4
2008-02-05,5,104.225
2008-02-06,5,103.425
2008-02-07,5,105.075
2008-02-08,5,104.425
2008-02-11,5,105.05
2008-02-12,5,104.825
2008-02-13,5,105.8
2008-02-14,5,110.325
2008-02-15,5,110.1
2008-02-18,5,110.05
2008-02-19,5,111.9
2008-02-20,5,110.0
2008-02-21,5,112.9
2008-02-22,5,111.175
2008-02-25,5,112.8
2008-02-26,5,111.55
2008-02-27,5,109.85
2008-02-28,5,108.05
2008-02-29,5,110.975
2008-03-03,5,111.575
2008-03-04,5,112.675
2008-03-05,5,112.2
2008-03-06,5,112.9
2008-03-07,5,114.925
2008-03-10,5,115.625
2008-03-11,5,112.5
2008-03-12,5,111.775
2008-03-13,5,113.45
2008-03-14,5,114.95
2008-03-17,5,112.925
2008-03-18,5,113.4
2008-03-19,5,106.5
2008-03-20,5,106.925
2008-03-21,5,108.05
2008-03-24,5,109.375
2008-03-25,5,108.225
2008-03-26,5,108.3
2008-03-27,5,106.625
2008-03-28,5,105.9
2008-03-31,5,105.725
2008-04-01,5,103.175
2008-04-02,5,102.325
2008-04-03,5,102.9
2008-04-04,5,104.025
2008-04-07,5,104.3
2008-04-08,5,102.475
2008-04-09,5,101.075
2008-04-10,5,102.925
2008-04-11,5,103.625
2008-04-14,5,106.075
2008-04-15,5,104.6
2008-04-16,5,105.775
2008-04-17,5,106.025
2008-04-18,5,104.225
2008-04-21,5,102.75
2008-04-22,5,102.0
2008-04-23,5,102.1
2008-04-24,5,101.975
2008-04-25,5,100.8
2008-04-28,5,101.375
2008-04-29,5,101.325
2008-04-30,5,100.5
2008-05-01,5,98.775
2008-05-02,5,95.975
2008-05-05,5,97.15
2008-05-06,5,99.325
2008-05-07,5,98.3
2008-05-08,5,98.575
2008-05-09,5,100.75
2008-05-12,5,101.325
2008-05-13,5,100.775
2008-05-14,5,101.175
2008-05-15,5,99.85
2008-05-16,5,96.85
2008-05-19,5,96.375
2008-05-20,5,97.425
2008-05-21,5,97.1
2008-05-22,5,97.25
2008-05-23,5,98.125
2008-05-26,5,96.5
2008-05-27,5,97.475
2008-05-28,5,98.35
2008-05-29,5,97.675
2008-05-30,5,96.95
2008-06-02,5,97.475
2008-06-03,5,98.15
2008-06-04,5,100.05
2008-06-05,5,100.175
2008-06-06,5,103.475
2008-06-09,5,106.1
2008-06-10,5,105.775
2008-06-11,5,103.4
2008-06-12,5,103.275
2008-06-13,5,105.6
2008-06-16,5,103.55
2008-06-17,5,102.2
2008-06-18,5,102.9
2008-06-19,5,104.425
2008-06-20,5,105.85
2008-06-23,5,103.975
2008-06-24,5,104.25
2008-06-25,5,106.425
2008-06-26,5,108.35
2008-06-27,5,106.775
2008-06-30,5,107.15
2008-07-01,5,109.325
2008-07-02,5,107.125
2008-07-03,5,108.15
2008-07-04,5,107.475
2008-07-07,5,106.225
2008-07-08,5,106.275
2008-07-09,5,106.65
2008-07-10,5,105.9
2008-07-11,5,108.3
2008-07-14,5,107.125
2008-07-15,5,108.15
2008-07-16,5,104.1
2008-07-17,5,104.65
2008-07-18,5,106.375
2008-07-21,5,104.3
2008-07-22,5,102.6
2008-07-23,5,102.3
2008-07-24,5,102.825
2008-07-25,5,102.8
2008-07-28,5,103.525
2008-07-29,5,101.1
2008-07-30,5,100.175
2008-07-31,5,100.425
2008-08-01,5,99.4
2008-08-04,5,99.125
2008-08-05,5,101.75
2008-08-06,5,99.05
2008-08-07,5,98.5
2008-08-08,5,98.875
2008-08-11,5,97.8
2008-08-12,5,99.2
2008-08-13,5,100.3
2008-08-14,5,98.825
2008-08-15,5,98.925
2008-08-18,5,101.9
2008-08-19,5,100.225
2008-08-20,5,102.375
2008-08-21,5,102.225
2008-08-22,5,105.1
2008-08-25,5,102.075
2008-08-26,5,104.125
2008-08-27,5,101.5
2008-08-28,5,103.0
2008-08-29,5,102.8
2008-09-01,5,102.85
2008-09-02,5,102.375
2008-09-03,5,102.05
2008-09-04,5,102.8
2008-09-05,5,105.175
2008-09-08,5,101.5
2008-09-09,5,102.85
2008-09-10,5,102.85
2008-09-11,5,100.85
2008-09-12,5,101.85
2008-09-15,5,107.425
2008-09-16,5,111.7
2008-09-17,5,108.55
2008-09-18,5,116.375
2008-09-19,5,107.825
2008-09-22,5,104.875
2008-09-23,5,105.25
2008-09-24,5,105.4
2008-09-25,5,107.45
2008-09-29,5,111.925
2008-09-30,5,113.9
2008-10-01,5,114.725
2008-10-02,5,114.25
2008-10-03,5,115.0
2008-10-06,5,119.975
2008-10-07,5,120.4
2008-10-08,5,126.325
2008-10-09,5,130.925
2008-10-10,5,135.675
2008-10-13,5,142.175
2008-10-14,5,127.55
2008-10-15,5,125.925
2008-10-16,5,126.075
2008-10-17,5,121.35
2008-10-20,5,112.375
2008-10-21,5,114.1
2008-10-22,5,118.075
2008-10-23,5,128.925
2008-10-24,5,121.775
2008-10-27,5,122.025
2008-10-28,5,119.4
2008-10-29,5,114.1
2008-10-30,5,115.95
2008-10-31,5,117.425
2008-11-03,5,115.025
2008-11-04,5,113.625
2008-11-05,5,117.0
2008-11-06,5,114.475
2008-11-07,5,116.15
2008-11-10,5,112.65
2008-11-11,5,116.975
2008-11-12,5,116.625
2008-11-13,5,118.8
2008-11-14,5,127.425
2008-11-17,5,127.55
2008-11-18,5,130.325
2008-11-19,5,141.825
2008-11-20,5,139.825
2008-11-21,5,130.35
2008-11-24,5,123.025
2008-11-25,5,123.025
2008-11-26,5,124.7
2008-11-27,5,124.65
2008-11-28,5,124.575
2008-12-01,5,121.95
2008-12-02,5,115.975
2008-12-03,5,112.9
2008-12-04,5,116.025
2008-12-05,5,116.875
2008-12-08,5,116.125
2008-12-09,5,117.1
2008-12-10,5,115.025
2008-12-11,5,115.325
2008-12-12,5,118.775
2008-12-15,5,113.275
2008-12-16,5,98.375
2008-12-17,5,98.575
2008-12-18,5,99.7
2008-12-19,5,91.85
2008-12-22,5,99.15
2008-12-23,5,94.975
2008-12-24,5,95.075
2008-12-25,5,98.15
2008-12-26,5,98.125
2008-12-29,5,97.175
2008-12-30,5,96.4
2008-12-31,5,90.95
2009-01-01,5,104.325
2009-01-02,5,95.7
2009-01-05,5,92.4
2009-01-06,5,95.325
2009-01-07,5,94.55
2009-01-08,5,92.5
2009-01-09,5,93.125
2009-01-12,5,90.85
2009-01-13,5,97.45
2009-01-14,5,92.325
2009-01-15,5,97.85
2009-01-16,5,101.575
2009-01-19,5,130.15
2009-01-20,5,103.05
2009-01-21,5,101.675
2009-01-22,5,104.55
2009-01-23,5,104.875
2009-01-26,5,109.825
2009-01-27,5,106.225
2009-01-28,5,105.6
2009-01-29,5,114.8
2009-01-30,5,116.575
2009-02-02,5,113.05
2009-02-03,5,113.15
2009-02-04,5,115.3
2009-02-05,5,118.875
2009-02-06,5,117.325
2009-02-09,5,113.475
2009-02-10,5,113.0
2009-02-11,5,109.275
2009-02-12,5,107.725
2009-02-13,5,110.425
2009-02-16,5,100.2
2009-02-17,5,109.425
2009-02-18,5,104.2
2009-02-19,5,107.0
2009-02-20,5,108.975
2009-02-23,5,110.725
2009-02-24,5,108.025
2009-02-25,5,116.9
2009-02-26,5,114.825
2009-02-27,5,118.05
2009-03-02,5,113.75
2009-03-03,5,112.15
2009-03-04,5,113.3
2009-03-05,5,113.2
2009-03-06,5,112.0
2009-03-09,5,113.35
2009-03-10,5,109.725
2009-03-11,5,105.375
2009-03-12,5,105.1
2009-03-13,5,106.675
2009-03-16,5,105.475
2009-03-17,5,103.025
2009-03-18,5,97.05
2009-03-19,5,90.425
2009-03-20,5,91.575
2009-03-23,5,91.15
2009-03-24,5,85.9
2009-03-25,5,89.625
2009-03-26,5,92.825
2009-03-27,5,93.475
2009-03-30,5,94.7
2009-03-31,5,98.65
2009-04-01,5,95.8
2009-04-02,5,96.15
2009-04-03,5,97.275
2009-04-06,5,101.175
2009-04-07,5,98.4
2009-04-08,5,97.625
2009-04-09,5,100.575
2009-04-10,5,88.75
2009-04-13,5,96.375
2009-04-14,5,91.9
2009-04-15,5,94.925
2009-04-16,5,91.7
2009-04-17,5,97.425
2009-04-20,5,97.25
2009-04-21,5,97.925
2009-04-22,5,99.55
2009-04-23,5,99.375
2009-04-24,5,102.125
2009-04-27,5,99.95
2009-04-28,5,99.975
2009-04-29,5,98.725
2009-04-30,5,101.875
2009-05-01,5,104.075
2009-05-04,5,104.775
2009-05-05,5,104.225
2009-05-06,5,104.125
2009-05-07,5,106.225
2009-05-08,5,103.925
2009-05-11,5,101.45
2009-05-12,5,100.975
2009-05-13,5,104.325
2009-05-14,5,106.0
